Username,Text,Date Created,Number of Likes,Number of Retweet,Number of Replies,Source of Tweet,User ID,Conversation ID,status,Category,Translated Text
JundiNash,@khairulaming @natashagideon,2021-11-17 13:11:08+00:00,0,0,0,Twitter for Android,1460958686810021889,1460957516259495936,reply,Entrepreneur,@khairulaming @natashagideon
adibyss,@khairulaming @mynnbukanmint,2021-11-17 13:22:09+00:00,0,0,1,Twitter for iPhone,1460961455814049796,1460957516259495936,reply,Entrepreneur,@khairulaming @mynnbukanmint
iHX_Kimilol,@khairulaming @syazwankadox advice please,2021-11-17 13:22:24+00:00,1,0,0,Twitter for Android,1460961519793950725,1460957516259495936,reply,Entrepreneur,@khairulaming @syazwankadox advice please
zrliqbar,"@khairulaming First byr payment 10% dr selling price. Lepastu fee lawyer bank dan S&amp;P(2 lawyer). Then MOC, MOT💰 💰💰",2021-11-17 13:29:05+00:00,1,1,0,Twitter for iPhone,1460963203567915008,1460957516259495936,reply,Entrepreneur,"@khairulaming First byr payment 10% dr selling price. Lepastu fee lawyer bank dan S&amp;P(2 lawyer). Then MOC, MOT💰 💰💰"
myminderupted,"@khairulaming Strata, maintenance fee ikut keluasan rumah, contoh(rm10 per sqft), water charges, developer status, floorplan bangunan, status tanah, fee clubhouse, parking, density bangunan, boleh renovate ke tak. Tu semua kena check.",2021-11-17 13:34:18+00:00,2,0,0,Twitter for Android,1460964516213051396,1460957516259495936,reply,Entrepreneur,"@khairulaming Strata, the maintenance fee is according to the size of the house, for example (rm10 per sqft), water charges, developer status, building floor plans, land status, clubhouse fees, parking, building density, can you renovate or not. You have to check everything."
AnggunxXOXO,"@khairulaming 1. Check background developer
2. How long the project will be completed
3. SPA selalunya lawyer developer,they absorb the cost. So,tinggal cost lawyer loan je
4. Misc i.e. printing,runner etc2 
5. Low density ✅
6. Easy access to hiway/public transport ✅
Nnt smbg kalau ada lg 😆",2021-11-17 13:40:24+00:00,43,4,0,Twitter for Android,1460966048895696898,1460957516259495936,reply,Entrepreneur,"@khairulaming 1. Check background developer
2. How long the project will be completed
3. SPA selalunya lawyer developer,they absorb the cost. So,tinggal cost lawyer loan je
4. Misc i.e. printing,runner etc2 
5. Low density ✅
6. Easy access to hiway/public transport ✅
Nnt smbg kalau ada lg 😆"
cikyahming,"@khairulaming Hi,if mampu jangan beli rumah bantuan. 1st-banyak quality issue. 2nd-specs basic sangat sampaikan kena add on banyak duit sendiri utk support wiring, etc. 3rd-facility ada cukup syarat. Eg:ada parking motor tapi takde bumbung. Tak semua perfect tapi cari yg worth with price. ✌🏻",2021-11-17 13:42:31+00:00,45,10,2,Twitter for iPhone,1460966584512516096,1460957516259495936,reply,Entrepreneur,"@khairulaming Hi, if you can afford it, don't buy a house with assistance. 1st-many quality issues. 2nd-specs basic really conveys that you have to add on a lot of your own money to support wiring, etc. 3rd-facility has enough conditions. Eg: there is motorbike parking but no roof. Not everything is perfect, but look for something worth the price. ✌🏻"
Texasify,"@khairulaming If projects wise make sure legal fees n costs tu if covered ada on paper not by mulut agents. 

If subsale clarify with lawyer n banker before signing. 

Master/Strata title just get status. If Master still lambat to proceed. If strata ready, dah perfection or belum.",2021-11-17 13:54:36+00:00,1,1,0,Twitter for iPhone,1460969623713501186,1460957516259495936,reply,Entrepreneur,"@khairulaming If projects wise make sure legal fees n costs tu if covered ada on paper not by mulut agents. 

If subsale clarify with lawyer n banker before signing. 

Master/Strata title just get status. If Master still lambat to proceed. If strata ready, dah perfection or belum."
Kamal_Udini,"@khairulaming Based on pengalaman, things to look at before buying high rise house:

1. MLTT/MRTT
2. Perfection of Transfer
3. Perfection of Charge
4. Maintenance fee
5. Sinking fund
6. Defect Liability Period
7. Quit rent
8. Fire insurance

I'm not an expert. Boleh google terms tu ya 😃",2021-11-17 13:56:53+00:00,118,24,0,Twitter for iPhone,1460970200178720770,1460957516259495936,reply,Entrepreneur,"@khairulaming Based on pengalaman, things to look at before buying high rise house:

1. MLTT/MRTT
2. Perfection of Transfer
3. Perfection of Charge
4. Maintenance fee
5. Sinking fund
6. Defect Liability Period
7. Quit rent
8. Fire insurance

I'm not an expert. Boleh google terms tu ya 😃"
arifmunawir92,"@khairulaming https://t.co/rVl4zmP9Gh.  BELI RUMAH STRATA TITLE DENGAN DEVELOPER, TIBA-TIBA KENA BAYAR 15K???! INI SCAM NI!!🤬😡 (Ketahui strata title lebih lanjut)
.
Baru-baru ni terbaca satu berita viral, seorang pemilik rumah terkejut kena bayar RM15 ribu, disebabkan rumah berstatus strata.",2021-11-17 14:00:11+00:00,6,2,0,Twitter for iPhone,1460971028083982337,1460957516259495936,reply,Entrepreneur,"@khairulaming https://t.co/rVl4zmP9Gh. BUY STRATA TITLE HOUSE WITH DEVELOPER, SUDDENLY HAVE TO PAY 15K???! THIS IS A SCAM!! 🤬😡 (Learn more about title strata)
.
Recently read a viral news, a house owner was surprised to pay RM15 thousand, because the house has strata status."
