Username,Text,Date Created,Number of Likes,Number of Retweet,Number of Replies,Source of Tweet,User ID,Conversation ID,status,Category,Translated Text
RoadtaxMudah,"@acaiijawe @JalalMisai_2 Antara memori yang sempat dirakam, banjir di bandar Kota Tinggi. Kawasan lapang tu adalah ruang parkir bersebelahan Sg Johor. Sy orang pantai timur banjir ni biasa pd saya. Cuma bab keselamatan kesihatan hat tu paling penting https://t.co/fH3yTv5yyI",2021-01-05 14:36:09+00:00,1,0,0,Twitter for Android,1346465514479001600,1346082608770285569,reply,Technology,"@acaiijawe @JalalMisai_2 Among the memories that were recorded, the flood in the city of Kota Tinggi. The open area is the parking space next to Sg Johor. People from the east coast, floods are common to me. It's just that health safety is the most important https://t.co/fH3yTv5yyI"
AdamafifAnwr,@acaiijawe @hafizahjefri_ @NickLuqmann gmbar dia lawa,2021-01-05 23:13:57+00:00,0,0,1,Twitter for Android,1346595821706387456,1346082608770285569,reply,Technology,@acaiijawe @hafizahjefri_ @NickLuqmann picture him laughing
flintflan,"@acaiijawe Failed government when beri bantuan banjir is seen as caring when first priority shd be to prevent flooding that affects known vulnerable areas--  do study, decide engineering options / cleanups  flows on clogging, get budget, etc.",2021-01-05 23:17:34+00:00,10,3,1,Twitter for Android,1346596734726623233,1346082608770285569,reply,Technology,"@acaiijawe Failed government when beri bantuan banjir is seen as caring when first priority shd be to prevent flooding that affects known vulnerable areas--  do study, decide engineering options / cleanups  flows on clogging, get budget, etc."
nrkiraaa,@acaiijawe https://t.co/4QgdaLZu47,2021-01-06 02:03:01+00:00,0,0,0,Twitter for iPhone,1346638368797466624,1346082608770285569,reply,Technology,@acaiijawe https://t.co/4QgdaLZu47
yazidshayau,"@acaiijawe Moga Allah SWT permudahkan segalanya.

Amin 🤲🏽",2021-01-06 05:56:37+00:00,1,0,0,Twitter for Android,1346697157676556288,1346082608770285569,reply,Technology,"@acaiijawe May Allah SWT make everything easy.

Amen 🤲🏽"
ummah_prihatin,@acaiijawe @tengkuafzan1 Bagaimana kalau dicipta rumah yang boleh terapung dengan sistem penjanaan tenaga sendiri ?,2021-01-07 16:38:04+00:00,0,0,0,Twitter for Android,1347220971187445762,1346082608770285569,reply,Technology,@acaiijawe @tengkuafzan1 How about creating a house that can float with its own energy generation system?
acaiijawe,"Kenapa solat subuh?

Kerana ia dapat ukur kekuatan iman, bukan fizikal.

Orang tua yang telah berusia dan berkerusi roda mampu ke masjid berbanding orang fit tubuh badan.

Bak kata imam, orang yang selalu bincang/bahas bab agama di sosial media, belum tentu subuhnya di masjid.",2021-01-03 22:57:01+00:00,824,290,2,Twitter for iPhone,1345866787619971072,1345865072124432385,reply,Technology,"Why morning prayer?

Because it can measure the strength of faith, not physical strength.

Old people who are old and in wheelchairs can go to the mosque compared to people who are fit.

As the imam said, people who always discuss/discuss religion on social media, don't necessarily wake up in the mosque."
sibelalang0000,@acaiijawe Setuju.... Mula nk buat mmg liat.. Tp bila da biasa... Ok jee... Kol 5 pagi automatik da sedar... X yah set alarm...,2021-01-03 22:55:23+00:00,24,0,0,Twitter for Android,1345866376129388544,1345865072124432385,reply,Technology,"@acaiijawe I agree.... I'm going to start doing it.. But when I'm used to it... It's ok... At 5 am, it automatically wakes up... X well, set the alarm..."
aiman_azdhari,@acaiijawe Masjid ampang ni dah bukak ke??,2021-01-03 23:55:01+00:00,1,0,1,Twitter for Android,1345881383646818304,1345865072124432385,reply,Technology,@acaiijawe is the ampang mosque open yet??
AmerEzatXV,"@acaiijawe dah lama tinggal subuh jemaah ni, sekarang consistent balik susah bila dh lama tinggal... sdgkn bgun awal je tiap² hari 😓",2021-01-04 00:03:44+00:00,18,0,0,Twitter for Android,1345883575011328000,1345865072124432385,reply,Technology,"@acaiijawe has been staying at this congregation for a long time, now it's hard to be consistent when you stay for a long time... just get up early every day 😓"
shahrizalmejan,@acaiijawe saya cuba untuk benda ni 😊,2021-01-04 00:43:28+00:00,2,0,0,Twitter for Android,1345893574471106561,1345865072124432385,reply,Technology,@acaiijawe I tried for this thing 😊
dauzslmn,@acaiijawe @hakimiibrahim_,2021-01-04 01:35:01+00:00,0,0,0,Twitter for Android,1345906548426432512,1345865072124432385,reply,Technology,@acaiijawe @hakimiibrahim_
ShihamMaznan,@acaiijawe Semua masjid di negeri selangor dah buka ke tuan?,2021-01-04 05:46:35+00:00,0,0,0,Twitter for iPhone,1345969857783767040,1345865072124432385,reply,Technology,@acaiijawe Are all the mosques in Selangor open sir?
FarahAhmad97,"@acaiijawe May Allah bless you! 

Click subscribe for positive vibes 👍 

https://t.co/1eBaowmlOu

♥♥♥",2021-01-04 08:42:46+00:00,1,0,0,Twitter for Android,1346014196056510464,1345865072124432385,reply,Technology,"@acaiijawe May Allah bless you! 

Click subscribe for positive vibes 👍 

https://t.co/1eBaowmlOu

♥♥♥"
