Username,Text,Date Created,Number of Likes,Number of Retweet,Number of Replies,Source of Tweet,User ID,Conversation ID,status,Category,Translated Text
OmarSimps0n,@brgsjks Tweet kutuk menteri guna akaun bapak lah camtu.,2021-12-22 02:17:18+00:00,0,0,0,Twitter for Android,1473477718335389697,1473452752210587648,reply,Entertainer,@brgsjks Tweet cursing the minister using your father's account.
m_amirulmukmin,"@brgsjks Menteri nak buat kerja pun tak reti.

Takkan la diorang boleh buat sesuatu kat kita. Mana diorang reti.",2021-12-22 02:20:35+00:00,42,3,1,Twitter for Android,1473478543145246722,1473452752210587648,reply,Entertainer,"@brgsjks The minister doesn't even want to do work.

No one can do anything to us. Where are the reti people?"
PrincessCeah,@brgsjks Hahahahahahaha,2021-12-22 02:28:02+00:00,0,0,0,Twitter for iPhone,1473480419857240064,1473452752210587648,reply,Entertainer,@brgsjks Hahahahahahaha
muhammadaim2,"@brgsjks @sopeahhhh Patutnya kau reply, 

Bapak yang bersalah dalam soal ini. 

Bapak membesarkan anep secara menkhinzir buta saja.",2021-12-22 02:28:31+00:00,63,0,1,Twitter for iPhone,1473480539868860420,1473452752210587648,reply,Entertainer,"@brgsjks @sopeahhhh You should reply,

Father is at fault in this matter.

Dad raised anep as a blind pig."
xfzrlamn,@brgsjks Jangan terhasut nep. Teruskan berjuang haha,2021-12-22 02:43:18+00:00,0,0,0,Twitter for iPhone,1473484260329676801,1473452752210587648,reply,Entertainer,@brgsjks Don't be provoked nep. Keep fighting haha
ffttiyy,@brgsjks Lerrr bapak anep tak nampak lagi tu biaq p la kutuk terok2 pun mmg betoi ahahahahaa,2021-12-22 02:45:03+00:00,0,0,0,Twitter for Android,1473484702019321857,1473452752210587648,reply,Entertainer,"@brgsjks Lerrr father, I don't see it anymore, but he curses even worse, hahahahaha"
snhanum_,@brgsjks Nasib baik bapak aku join sekali 😂,2021-12-22 02:50:30+00:00,0,0,0,Twitter for iPhone,1473486074492047360,1473452752210587648,reply,Entertainer,@brgsjks Luckily my father joined once 😂
jazzairiljamil,"@brgsjks My father mmg suka bincang bab ii politik ni.. pastu last sekali dia akan cakap ""politik ni kotor"".. that's why i really adore him ❤️",2021-12-22 02:51:55+00:00,69,6,0,Twitter for Android,1473486428298354695,1473452752210587648,reply,Entertainer,"@brgsjks My father really likes to talk about politics.. so last time he will say ""politics is dirty"".. that's why I really adore him ❤️"
ir_ghaz,@brgsjks @FitiFito Oh kutuk kerjaan kira resis,2021-12-22 03:02:52+00:00,0,0,0,Twitter for iPhone,1473489185537282049,1473452752210587648,reply,Entertainer,@brgsjks @FitiFito Oh curse the work I guess it's resis
timidoboys,"@brgsjks @keiyyyaaaaaa Ayok, haahaahah",2021-12-22 03:03:08+00:00,0,0,0,Twitter for Android,1473489250855186436,1473452752210587648,reply,Entertainer,"@brgsjks @keiyyyaaaaaa Oh no, hahahahah"
COWAYMALAYSlA,@brgsjks Acik apa twitter acik nak pollow,2021-12-22 03:22:47+00:00,0,0,0,Twitter for iPhone,1473494199416676353,1473452752210587648,reply,Entertainer,@brgsjks What's the best twitter to pollow?
BellaNurlissa,@brgsjks Hahaahha pakcik tak rilek dahh…,2021-12-22 03:32:20+00:00,0,0,0,Twitter for iPhone,1473496601406545920,1473452752210587648,reply,Entertainer,@brgsjks Hahahaha uncle isn't relaxed...
CikPutih7,@brgsjks Kita bkn mengutuk.Kita mengajar mcm mana nk handle sesuah kerajaan kalu berlaku sesuatu.Ayah kita kat bendang bersama pcik mbawang hal politik🤣,2021-12-22 03:41:12+00:00,0,0,0,Twitter for Android,1473498830964281347,1473452752210587648,reply,Entertainer,@brgsjks We don't curse. We teach you how to handle the government if something happens. Our father is in Bendang with Pcik Mbawang about politics🤣
budakfrontdev,@brgsjks Anep kene jd menteri dulu bru kami stop kutuk,2021-12-22 03:44:27+00:00,3,0,0,Twitter for Android,1473499651995099139,1473452752210587648,reply,Entertainer,@brgsjks Anep here was a minister before bro we stopped cursing
BambanganJeruk,@brgsjks Racism lain.. kutuk tu lain maksud.. hehe,2021-12-22 03:44:52+00:00,0,0,0,Twitter for Android,1473499754940170242,1473452752210587648,reply,Entertainer,@brgsjks Another racism.. cursing means something else.. hehe
azri_my,@brgsjks Steady jer. Berlaku benar 😆,2021-12-22 03:57:16+00:00,0,0,0,Twitter for Android,1473502875112263684,1473452752210587648,reply,Entertainer,@brgsjks Steady. It's true 😆
syafiqfathuddin,@brgsjks Kurangkan 😂,2021-12-22 03:58:08+00:00,0,0,0,Twitter for iPhone,1473503093568405509,1473452752210587648,reply,Entertainer,@brgsjks Reduce 😂
Eh_Jepon_laa,"@brgsjks itu tanda ayah setuju, cuma berpesan je.",2021-12-22 04:00:28+00:00,0,0,0,Twitter for Android,1473503679038701570,1473452752210587648,reply,Entertainer,"@brgsjks is a sign that daddy agrees, just giving a message."
tomyamyamya,@brgsjks Sama nep kena marah bila aku bagitahu parents kerajaan sekarang macam mana.. Malas nak jadi anak derhaka senyap jelah,2021-12-22 04:05:03+00:00,0,0,0,Twitter for Android,1473504832044474368,1473452752210587648,reply,Entertainer,@brgsjks Same nep gets angry when I tell the parents of the government how it is now.. Lazy to be a child of disobedience and keep quiet
hhwangly,@brgsjks ayah risau kena tindakan tuu,2021-12-22 04:06:02+00:00,0,0,0,Twitter for iPhone,1473505082687692804,1473452752210587648,reply,Entertainer,@brgsjks I'm worried about the action
nufawanna2,@brgsjks Sabarlah nip,2021-12-22 04:10:44+00:00,0,0,0,Twitter for Android,1473506263967297536,1473452752210587648,reply,Entertainer,@brgsjks Be patient nip
pojoktafidu,@brgsjks ? oolomo,2021-12-22 04:12:24+00:00,0,0,1,Twitter for Android,1473506685020880896,1473452752210587648,reply,Entertainer,@brgsjks ? oolomo
Reminderday12,@brgsjks @iNormanHakim Tq ayah sbb remind .. https://t.co/Xw6c4U2psG,2021-12-22 04:13:58+00:00,1,0,0,Twitter for Android,1473507079113506820,1473452752210587648,reply,Entertainer,@brgsjks @iNormanHakim Tq ayah sbb remind .. https://t.co/Xw6c4U2psG
mijaneslo,@brgsjks ify,2021-12-22 04:19:38+00:00,0,0,0,Twitter for iPhone,1473508504841293824,1473452752210587648,reply,Entertainer,@brgsjks ify
d3adlions,@brgsjks kita sama,2021-12-22 04:22:08+00:00,0,0,0,Twitter for Android,1473509133433249793,1473452752210587648,reply,Entertainer,@brgsjks we are the same
anax25,@brgsjks Kena block ayah hang tu tp xleh gak hang trlalu famous rmai org ss,2021-12-22 04:22:55+00:00,0,0,0,Twitter for Android,1473509331354066944,1473452752210587648,reply,Entertainer,"@brgsjks I have to block my father, but I can't because he's too famous for a lot of people"
upahAssignmentt,"@brgsjks Hati-hati saudara,saya dah terkena 2018 lalu,terus saya kurang drastik sound kerajaan 😁😁😁😁",2021-12-22 04:29:24+00:00,0,0,1,Twitter for iPhone,1473510963165163523,1473452752210587648,reply,Entertainer,"@brgsjks Be careful brother, I was hit in 2018, and I'm still less drastic in the sound of the government 😁😁😁😁"
rasyid135,@brgsjks Nanti crowdfund jela nep,2021-12-22 04:37:54+00:00,0,0,0,Twitter for Android,1473513099084795907,1473452752210587648,reply,Entertainer,@brgsjks Later the crowdfund will be clear nep
ForrestAlexGump,@brgsjks Ayah abad ke-21,2021-12-22 04:38:47+00:00,0,0,0,Twitter for Android,1473513323274510337,1473452752210587648,reply,Entertainer,@brgsjks 21st century dad
MsAmalinaMZain,@brgsjks Hebat la bapak anep main twitter,2021-12-22 04:43:37+00:00,0,0,0,Twitter for Android,1473514538611851268,1473452752210587648,reply,Entertainer,@brgsjks It's great that you're playing Twitter
iamarelong,"@brgsjks That mentality is why Government pijak pala sekor2. 

Why goyang?",2021-12-22 04:48:04+00:00,0,0,0,Twitter for Android,1473515661087305729,1473452752210587648,reply,Entertainer,"@brgsjks That mentality is why Government pijak pala sekor2. 

Why goyang?"
farahaz_97,@brgsjks I think ayah kau bukan larang kau kutuk. Tapi berpada2. Sebab diaorg mungkin boleh buat something ikut undang2 sama ada saman atau masuk penjara. Tak ada mak ayah nak tengok anak2 susah. Just my 2cent 😁,2021-12-22 04:51:16+00:00,57,2,2,Twitter for Android,1473516463549861888,1473452752210587648,reply,Entertainer,"@brgsjks I think your father doesn't forbid you to curse. But it depends. Because he might be able to do something according to the law, whether it's a lawsuit or going to jail. No parents want to see the children in trouble. Just my 2 cents 😁"
Le_Jent,"@brgsjks Ni ayah betul atau ayah rani kulup? 
Sorry keliru sbb tulisan hampir sama..",2021-12-22 04:53:22+00:00,1,0,0,Twitter for iPhone,1473516993160441856,1473452752210587648,reply,Entertainer,"@brgsjks Is it the real father or the foreskin of Rani's father?
Sorry for the confusion because the writing is almost the same.."
Dausridan_,"@brgsjks Thanks god, my parents boleh setuju yang kerajaan memang selfish dan lambat",2021-12-22 04:53:47+00:00,2,0,0,Twitter for Android,1473517096256475140,1473452752210587648,reply,Entertainer,"@brgsjks Thank god, my parents can agree that the government is selfish and slow"
IamLadyHana,@brgsjks Seseuatuuuuu,2021-12-22 05:00:27+00:00,1,0,0,Twitter for Android,1473518775416750081,1473452752210587648,reply,Entertainer,@brgsjks Seseuatuuuuu
harun_rusk,"@brgsjks Patut kau reply ""okay boomer""",2021-12-22 05:00:42+00:00,0,0,0,Twitter for Android,1473518837110763521,1473452752210587648,reply,Entertainer,"@brgsjks You should reply ""okay boomer"""
j0eqa,"@brgsjks akan kurang kan, bukan berhenti ehek",2021-12-22 05:04:33+00:00,1,0,0,Twitter for iPhone,1473519809828573189,1473452752210587648,reply,Entertainer,"@brgsjks it will be less, not stop ehek"
MunimMYusri,"@brgsjks @jllmisai Hahahaha sama macam bapak aku gak. Rilek sikit kutuk gomen, jangan lupa mak bapak aku kerja gomen. Tak pepasal diorg kena akibat🤣",2021-12-22 05:06:12+00:00,1,0,0,Twitter for iPhone,1473520222954868737,1473452752210587648,reply,Entertainer,"@brgsjks @jllmisai Hahahaha just like my father. Rilek curses gomen a little, don't forget my mom and dad work gomen. Don't worry about the consequences 🤣"
haziqzolkiflee,"@brgsjks @shadashhh Hshshsha aku penah kena pastu aku insaf tak post kat Fb , twitter run macam biasa",2021-12-22 05:18:05+00:00,1,0,0,Twitter for iPhone,1473523214403850241,1473452752210587648,reply,Entertainer,"@brgsjks @shadashhh Hshshsha I've been hit and I've realized I didn't post on Facebook, Twitter is running as usual"
muhamad_rizuan,@brgsjks Hang rasis ka?,2021-12-22 05:19:59+00:00,0,0,0,Twitter for Android,1473523690667085825,1473452752210587648,reply,Entertainer,@brgsjks Are you racist?
KengZakaria,@brgsjks Bapak aku tak pernah kisah pasal apa aku tweet. Mungkin sebab dia meninggal lebih 20 thn lepas. Mungkin.,2021-12-22 05:30:20+00:00,0,0,0,Twitter Web App,1473526298433646596,1473452752210587648,reply,Entertainer,@brgsjks My father never said what I tweeted about. Maybe because he died more than 20 years ago. Possible.
Yanendei,@brgsjks Ayah kau risau Nep. Bukan dia side kerajaan. Dia tau kerajaan ni jenis x boleh dikritik. Risau kau kena angkut ke balai.,2021-12-22 05:36:02+00:00,0,0,0,Twitter for Android,1473527730851377155,1473452752210587648,reply,Entertainer,@brgsjks Your father is worried Nep. He is not on the side of the government. He knows that this government is the type that can be criticized. Worried you have to be taken to the station.
muhammd_nadzrin,@brgsjks @NSheilaaaaa Ni bukan msg dari ayah @KulupFans ea nep? 😅kompius jap,2021-12-22 05:57:41+00:00,0,0,0,Twitter for Android,1473533178237231104,1473452752210587648,reply,Entertainer,"@brgsjks @NSheilaaaaa This isn't a message from dad @KulupFans, is it? 😅 Japanese computer"
demonkhay,"@brgsjks ayah dia yg tidur lewat, dah terbalik ni",2021-12-22 05:57:49+00:00,0,0,0,Twitter for Android,1473533214639595521,1473452752210587648,reply,Entertainer,"@brgsjks his father who sleeps late, it's upside down"
Topektorres9,@brgsjks Mantap la ayah ad twitter,2021-12-22 06:11:41+00:00,0,0,0,Twitter for Android,1473536702052384768,1473452752210587648,reply,Entertainer,@brgsjks Great daddy on Twitter
panda_pingu,@brgsjks wow. ayah dia ade twitter.,2021-12-22 06:22:53+00:00,0,0,0,Twitter for Android,1473539522356920320,1473452752210587648,reply,Entertainer,@brgsjks wow. his dad is on twitter.
aimanjalilarsad,@brgsjks sorry nep… tapi… seseatu yang tak disangka…,2021-12-22 06:36:34+00:00,0,0,0,Twitter for iPhone,1473542964458627074,1473452752210587648,reply,Entertainer,@brgsjks sorry nep… but… something unexpected…
zara96000,"@brgsjks Setakat kutuk2 kerajaan ramai lagi rasanya yang kutuk. Contoh kuasasiswa , bawangmana, and banyak lagi. Tapi rilex je takde pape pun huhu.  Chill✌🏻✌🏻✌🏻✌🏻",2021-12-22 06:36:51+00:00,0,0,0,Twitter for iPhone,1473543035325612032,1473452752210587648,reply,Entertainer,"@brgsjks As far as cursing the government, there are many more who are cursing. Examples of kausasiswa, onion, and many more. But there's no point in just relaxing. Chill✌🏻✌🏻✌🏻✌🏻"
irfanzul_97,@brgsjks Ayah2 yang kerja kerajaan mesti faham,2021-12-22 06:44:35+00:00,0,0,0,Twitter for Android,1473544980631207937,1473452752210587648,reply,Entertainer,@brgsjks Fathers who work for the government must understand
buzzlight_yow,@brgsjks Ayah ko main twitter ke nep? Millennial betul la ayah ko 👍,2021-12-22 06:58:04+00:00,0,0,0,Twitter for iPhone,1473548377002426368,1473452752210587648,reply,Entertainer,"@brgsjks Why do you play twitter to nep? Millennials are right, my father 👍"
wan01899943,@brgsjks See,2021-12-22 07:04:38+00:00,0,0,0,Twitter for iPhone,1473550026500554753,1473452752210587648,reply,Entertainer,@brgsjks See
