Username,Text,Date Created,Number of Likes,Number of Retweet,Number of Replies,Source of Tweet,User ID,Conversation ID,status,Category,Translated Text
zvvwafi,@fazlihalimmedia Aku rasa nak mengamok sebab iklan extra tipu,2021-08-07 06:11:29+00:00,26,0,1,Twitter for iPhone,1423889515987443715,1423825072825929728,reply,Technology,@fazlihalimmedia I feel like going berserk because of extra fake ads
fazlihalimmedia,@akmysf 😂,2021-08-07 06:36:34+00:00,5,0,0,Twitter for Android,1423895825231409155,1423825072825929728,reply,Technology,@akmysf 😂
thereal_syu,"@fazlihalimmedia Memanglah tak layan bts, dah dorg duta Samsung 💀",2021-08-07 07:59:33+00:00,9,0,0,Twitter for Android,1423916709522460681,1423825072825929728,reply,Technology,"@fazlihalimmedia I really don't care for bts, I'm already a Samsung ambassador 💀"
kengholololol,@fazlihalimmedia @Apple kenapa kau bodoh sangat hah bangsat betul tak jaga sensitiviti,2021-08-07 08:13:49+00:00,1,0,0,Twitter for Android,1423920300924624904,1423825072825929728,reply,Technology,@fazlihalimmedia @Apple why are you so stupid you bastard really don't take care of sensitivity
Ratupsycho,@fazlihalimmedia ahagagga,2021-08-07 08:40:27+00:00,1,0,0,Twitter for iPhone,1423927005246939138,1423825072825929728,reply,Technology,@fazlihalimmedia ahagaga
yck333a,"@fazlihalimmedia memanglah bang , bts ambassador samsung 😭",2021-08-07 09:10:01+00:00,12,1,0,Twitter for Android,1423934442880438278,1423825072825929728,reply,Technology,"@fazlihalimmedia indeed bang, bts ambassador samsung 😭"
NasaJoho,@fazlihalimmedia Diam lah,2021-08-07 09:57:24+00:00,1,0,0,Twitter for iPhone,1423946367391571974,1423825072825929728,reply,Technology,@fazlihalimmedia Shut up
khadamulamin,@fazlihalimmedia Saje mengajing tu sbb gaduh ngan samsung kan...,2021-08-07 10:15:03+00:00,2,0,0,Twitter for Android,1423950811013414920,1423825072825929728,reply,Technology,@fazlihalimmedia Saje reciting it because it's noisy with Samsung right...
5idzry,@fazlihalimmedia apple has better taste in music? 🤭,2021-08-07 10:22:06+00:00,1,0,0,Twitter Web App,1423952582288936960,1423825072825929728,reply,Technology,@fazlihalimmedia apple has better taste in music? 🤭
misosad16,@fazlihalimmedia Tak paham.. Aku malas nk cari.. Sbb apa tu,2021-08-07 10:25:16+00:00,1,0,0,Twitter for Android,1423953382679539717,1423825072825929728,reply,Technology,@fazlihalimmedia I don't understand.. I'm too lazy to search.. Why is that?
