Username,Text,Date Created,Number of Likes,Number of Retweet,Number of Replies,Source of Tweet,User ID,Conversation ID,status,Category,Translated Text
SafiahNurameera,@khairulaming @GSCinemas Waaah x sabar dhoooo,2021-09-07 11:58:48+00:00,0,0,0,Twitter for Android,1435210942770335749,1435210387482308613,reply,Entrepreneur,@khairulaming @GSCinemas Wow can't wait
YusnitaMohdYus3,@khairulaming @GSCinemas X nak g pawagam. Nak balik umah mak...,2021-09-07 12:00:09+00:00,19,4,2,Twitter for Android,1435211284337680393,1435210387482308613,reply,Entrepreneur,@khairulaming @GSCinemas X wants to go to the cinema. I want to go home mom...
cc4488c657284f9,@khairulaming @GSCinemas Jgn p dulu wayang. Sabar itu indah. Ingatlah orang tersayang. Keperluan vs kehendak 😊,2021-09-07 12:08:34+00:00,10,0,4,Twitter Web App,1435213400343072771,1435210387482308613,reply,Entrepreneur,@khairulaming @GSCinemas Don't go to the movies. Patience is virtue. Remember your loved ones. Needs vs wants 😊
aestefhn,@khairulaming Gi gi @frshazlkha,2021-09-07 12:15:05+00:00,0,0,1,Twitter for iPhone,1435215041280630784,1435210387482308613,reply,Entrepreneur,@khairulaming Gi gi @frshazlkha
Are_Lami,@khairulaming @GSCinemas Cepat bukak gsc.. nk tgk shang chi ni hihi,2021-09-07 12:44:33+00:00,0,0,0,Twitter for Android,1435222458794053633,1435210387482308613,reply,Entrepreneur,@khairulaming @GSCinemas Quickly open gsc.. want to see this shang chi lol
muhdazmeerr,@khairulaming @GSCinemas Jom,2021-09-07 13:35:39+00:00,0,0,0,Twitter for iPhone,1435235315631992848,1435210387482308613,reply,Entrepreneur,@khairulaming @GSCinemas Come on
WeiquanWong,@khairulaming @GSCinemas 👍,2021-09-07 14:21:00+00:00,0,0,0,Twitter for Android,1435246729918435337,1435210387482308613,reply,Entrepreneur,@khairulaming @GSCinemas 👍
RealFizzyFrenzy,@khairulaming abang ming.. alang2 suruh dorang halau halau dulu.. da lama sgt wayang tak berpehuni tu..,2021-09-08 02:00:03+00:00,0,0,0,Twitter for Android,1435422651829293059,1435210387482308613,reply,Entrepreneur,@khairulaming brother ming.. alang2 tell you to move away first.. the movie has been uninhabited for a long time..
AnasMalek__,@khairulaming @GSCinemas @NurAbid17 @oDANIALAIMANo,2021-09-08 02:00:44+00:00,0,0,0,Twitter for Android,1435422821929283595,1435210387482308613,reply,Entrepreneur,@khairulaming @GSCinemas @NurAbid17 @oDANIALAIMANo
ManimaranVella3,@khairulaming @GSCinemas Kita menunggu ni,2021-09-08 12:14:36+00:00,0,0,0,Twitter for iPhone,1435577307620528128,1435210387482308613,reply,Entrepreneur,@khairulaming @GSCinemas We are waiting for this
DaddyDynamic,@khairulaming @GSCinemas Download aje,2021-09-19 12:50:00+00:00,0,0,0,Twitter for Android,1439572482269212680,1435210387482308613,reply,Entrepreneur,@khairulaming @GSCinemas Download aje
xiuqah,"@khairulaming Hi! (你好!/ Nihao!)
Berminat nak join Online Mandarin Class? Sekarang ada PROMO tau!🤩 Khas untuk Zero Mandarin. Boleh guna untuk kerja/dgn boss/staff/patient chinese.Boleh demand gaji nanti😊

Berminat boleh WhatsApp 👇
https://t.co/IHl8lrcNLf https://t.co/3HOruYr6yt",2021-09-07 13:56:13+00:00,0,0,0,Twitter for Android,1435240492992770055,1435210387482308613,reply,Entrepreneur,"@khairulaming Hi! (你好!/ Nihao!)
Interested in joining Online Mandarin Class? Now there is a PROMO you know! 🤩 Special for Zero Mandarin. Can be used for work/with boss/staff/Chinese patient. Can request salary later😊

Interested can WhatsApp 👇
https://t.co/IHl8lrcNLf https://t.co/3HOruYr6yt"
FatinKhalil,@khairulaming Alaahhh mengada laa aming. Sejak sejak ada set baru nie. Geletis nk hupdate yeee eeeeeeeeeee celah bedah mana aku nk gagau air kelap wehhh! 😭,2021-09-06 17:18:46+00:00,57,5,1,Twitter for iPhone,1434929079053025282,1434928844524326914,reply,Entrepreneur,@khairulaming Alaahhh it's happening aming. Since there is a new set. It's tickling to update yeeeeeeeeeeeeeee where are the surgical slits I want to use the water to clean wehhh! 😭
khairulaming,@FatinKhalil hahaha bnyk lagi nak upload ni 🙏🏻🤣,2021-09-06 17:21:24+00:00,19,1,0,Twitter for iPhone,1434929741824331776,1434928844524326914,reply,Entrepreneur,@FatinKhalil hahaha I want to upload more 🙏🏻🤣
anszrfh1,@khairulaming Nak link jug pleaseeeeeee,2021-09-06 17:19:39+00:00,6,1,3,Twitter for iPhone,1434929298142425088,1434928844524326914,reply,Entrepreneur,@khairulaming I want the link too pleaseeeeeee
khairulaming,@anszrfh1 ni kat ikea. lupa dh nama dia. tp seriously cantikkkk,2021-09-06 17:21:45+00:00,11,1,2,Twitter for iPhone,1434929829644701696,1434928844524326914,reply,Entrepreneur,@anszrfh1 this is at ikea. forgot his name but seriously beautiful
ohitspaghah_,@khairulaming Ha mana lah saya nak dapat kelapa jam2 ni lepas tengok min post ni terus meleley air liur hahahaha,2021-09-06 17:18:53+00:00,5,2,0,Twitter for Android,1434929108799004673,1434928844524326914,reply,Entrepreneur,@khairulaming Ha where am I going to get a coconut at this hour after seeing this post I'm drooling hahahaha
nizamscx,@khairulaming Betul2 mengusik jiwa org,2021-09-06 17:19:13+00:00,1,0,0,Twitter for iPhone,1434929189287645188,1434928844524326914,reply,Entrepreneur,@khairulaming Really teasing people's souls
